num_vehicle,vin
8662278,BS342000
8662678,P88599266
8662830,FZ024109
8663034,FJ876303
8663178,P88606880
8663378,P88606642
8663530,FT068056
8663534,FJ752203
8663578,P88608562
8663630,FT072624
8665878,P88622816
8666030,FJ621987
8666634,GS011563
8666734,FR065376
8667378,BY653902
8667478,CY501495
8667578,BY653149
8667678,BY653153
8667978,BL563640
8668330,FJ566357
8668334,FY083711
8668478,BS341998
8668534,FJ892810
8668834,FT229817
8668878,BY652446
8669123,YW012954
8669334,FJ891237
8669834,FT229838
8669878,BY653905
8670378,P88627582
8670678,BL101233
8670934,FJ603631
8671078,BS352140
8671334,FJ600462
8671378,BJ778110
8671578,BJ779833
8671678,BJ775328
8671834,FR565065
8672478,BS342001
8672834,FJ876321
8672978,BL096801
8673234,FJ759370
8673678,BX511953
8673734,FJ761115
8673930,FY511984
8673934,FJ761118
8674034,FJ757548
8674330,PFL018894
8674678,CY501497
8674978,BT531448
8675330,FT070164
8675434,FT546712
8675478,BW546160
8675630,FT066714
8675930,FT061853
8675978,BW063862
8676023,YW011297
8676078,CW006362
8676130,FT069107
8676178,BS315391
8676230,FT066689
8676330,FT068059
8676378,BJ772006
8676630,FT071314
8676830,FT070149
8676930,FT069111
8677030,FT072617
8677123,YS004188
8677130,FT066702
8677730,P12882109
8678130,ER045685
8678434,FE539460
8678730,FT056498
8679030,FT556108
8679434,FJ892826
8679678,BJ779653
8679730,EJ857038
8679830,FT555352
8679930,FT555355
8680234,GT008055
8680630,FJ628696
8680778,BX511326
8680930,FT070154
8680978,BX511357
8681034,FZ052298
8681078,BX511339
8681130,FT059741
8681430,FT060737
8681478,VY646137
8681578,BS325857
8681778,CY501502
8682278,BS333336
8682430,FT069115
8682478,BL563986
8682623,YB000914
8682678,BL105870
8682730,FT065161
8682834,FJ894533
8682930,FT070147
8683530,FJ623511
8683630,FJ676860
8684034,GJ522687
8684134,FR563416
8685678,P12050396
8686234,FT225334
8686404,C30537438
8686478,BY638580
8686825,AT566243
8687378,BJ736258
8687478,BW550386
8688530,FJ669604
8688630,FJ671413
8688634,FR561650
8688730,FJ675001
8688734,FJ752205
8688930,FJ676850
8689278,BL101825
8689430,FJ671404
8689478,BJ723162
8689578,BJ687225
8689834,FJ748726
8689978,BS335311
8690078,BW509445
8690378,BX512853
8690730,FJ676837
8691030,FJ675015
8691734,FJ826973
8692078,BY099034
8692230,FJ671409
8692278,CW008222
8692434,FJ891213
8692534,FJ866680
8692830,FJ676851
8693534,GT008060
8693778,BW604308
8693878,BW563019
8694530,FJ669601
8694630,FJ676857
8694778,P88600117
8694934,FR565054
8695223,WG005239
8695630,FJ673229
8695830,FJ675012
8695934,FJ745777
8696130,FJ679431
8696830,FJ671415
8697178,P88596009
8697334,FS138754
8697978,P88619465
8698278,P88619626
8698678,P88613163
8698778,P88613176
8698978,P88613325
8699078,P88613657
8699178,P88613783
8699278,P88614016
8699378,P88614161
8699478,P88614284
8699530,FJ666689
8699578,P88614803
8699678,P88614814
8699878,P88615505
8699978,BW546909
8700030,FT060734
8700178,P88600399
8700278,P88600411
8700334,GJ531038
8700430,FJ666679
8700478,P88600947
8700578,P88600761
8700678,P88601248
8700778,BT547460
8700978,P88601710
8701178,P88602920
8701378,P88602944
8701478,P88602599
8701578,P88602534
8701678,P88603261
8701734,GJ522713
8701778,P88603751
8701925,AT571523
8701978,P88602018
8702178,P88602320
8702478,P88601367
8702578,P88601346
8702678,P88603124
8702730,FJ669581
8702878,P88603602
8703078,P88604191
8703178,P88604690
8703478,P88612317
8703678,P88612857
8703878,P88612890
8704078,P88613225
8704230,FJ673222
8704378,P88613199
8704478,P88613336
8704525,AT571889
8704578,P88613294
8704678,P88613643
8704878,P88613465
8704930,FJ666725
8704934,ER051942
8704978,P88613536
8705230,FJ666724
8705434,FY087119
8705634,FY088992
8706530,FJ613295
8706634,FY097523
8706834,FY096871
8707378,BZ043406
8707417,YG000218
8707430,FJ674993
8707634,FY102654
8707878,BP015422
8707934,FY087132
8708030,FJ674990
8708078,BY653899
8708278,BY652449
8708434,FY095551
8708478,BS136791
8708730,FJ673214
8708734,FY095555
8708778,BL091126
8709078,BJ781329
8709178,BL563104
8709378,BY642797
8709934,GJ522664
8710034,12C98010
8710117,YW000640
8710178,BX511611
8710434,GJ522698
8710630,FJ673208
8710678,BX511972
8711130,FL015892
8711278,BX511936
8711330,FJ647699
8711726,GY163394
8711826,GY198233
8711912,DJ555447
8711978,BX512310
8712026,GJ845901
8712078,BX512315
8712223,YW013686
8712278,BX512360
8712378,BX512275
8712578,BX512285
8712678,BX512295
8712778,BX512320
8713034,FJ852649
8713078,BX512346
8713426,GJ870656
8713434,FJ852618
8713478,BX512291
8713634,FJ852600
8713734,FJ854395
8713834,FJ852639
8713978,BX512316
8714078,BX512286
8714376,GJ879282
8714478,BX512307
8714726,GJ890556
8714734,FR564510
8715423,YW014804
8715830,FJ666742
8716130,EJ871242
8716178,BY653154
8716634,FY511980
8716930,FT546064
8717026,HJ607069
8717126,GJ851014
8717130,EY083846
8717178,BL106471
8717334,GJ522518
8717378,BL099498
8717478,BY644583
8717526,GJ854356
8717730,FZ021888
8718178,BX512282
8718430,FJ678452
8718434,FJ856322
8718730,FJ681768
8718826,GJ860342
8718934,FS089701
8719130,EJ730150
8719234,FJ736781
8719334,FJ702552
8719530,FJ623522
8719578,BS346472
8719917,BS160718
8720178,BL105296
8720230,FJ678454
8720278,BT552507
8720330,FJ587817
8720330,FJ681766
8720526,HT520794
8720530,FJ681767
8720626,GY193887
8720730,FJ681765
8720778,CW021744
8721334,FY512306
8721426,HJ748749
8721578,BZ040710
8721617,YW001211
8721630,FZ006141
8721778,BZ041983
8721830,FJ539921
8721878,BX512273
8721923,YW012982
8722178,BX512337
8722378,BX512362
8722430,ER046652
8722578,BX512288
8722878,BX512308
8722930,FS087909
8723078,X88619994
8723178,P88620412
8723378,P88620757
8724430,FL021116
8724778,P88625391
8725030,FS112756
8725078,BL104134
8725178,BS325859
8725234,FY511628
8725830,FT070152
8726026,HJ796195
8726134,FJ868472
8726330,FT069116
8726430,FJ686637
8726678,BT551978
8727417,YG000521
8727430,FJ684730
8727830,FJ624149
8728330,FJ686751
8728430,FJ682946
8728478,BY654612
8728778,BJ772013
8728826,HY117639
8729234,FJ744040
8729478,P88610448
8729525,BY502173
8729530,FJ684738
8730030,FS101101
8730317,YW000998
8730330,FJ686594
8730426,HJ906901
8730430,FJ686746
8730478,BX510878
8730778,BT508471
8731030,FJ686691
8731178,P12128805
8731230,FZ021889
8731278,BS342010
8731830,FJ686702
8731878,BT548235
8731934,GJ522513
8732030,FJ686664
8732378,BZ043410
8732430,FJ686674
8732825,BT503303
8732826,HY115880
8732830,FJ686703
8732834,FY084049
8733078,BJ797820
8733178,BZ050632
8733326,HJ607071
8733430,FJ692395
8733478,BY626855
8733578,BY653904
8733730,FT555686
8733734,GT008058
8734134,GT011983
8734178,BX512313
8734426,HT574432
8734778,BS321759
8734930,P12867909
8734978,BY653155
8735078,BY645415
8735278,BY644585
8735378,BY652443
8735425,BT511779
8735530,FJ628699
8735730,FJ682931
8735778,BJ784226
8735878,P88601459
8736178,BL106472
8736930,ES166389
8736934,GE505098
8737078,BS202329
8737226,HJ865122
8737578,BJ785782
8737626,HJ865112
8737830,FJ686626
8737878,BL098428
8738230,FT092199
8738730,EJ830125
8738778,BY065659
8739034,GE504664
8739134,GJ522510
8739234,GJ527377
8739626,HJ839832
8739630,EY870205
8739634,GJ522661
8739978,BX512916
8740678,BX512758
8740830,FJ686662
8740878,BX512808
8741030,FS109546
8741078,P88585683
8741334,FR086082
8741778,BX512836
8742030,FT555348
8742626,HJ870248
8742630,FJ616878
8742834,GT005586
8742878,P88617342
8743026,HZ094616
8743030,FZ025726
8743130,FZ025743
8744230,FT069758
8744430,ES508456
8744817,XP002207
8744826,HJ875769
8744978,P88609402
8745234,GT008044
8745278,P88609283
8745430,FJ595435
8746034,FT561122
8746230,FT057817
8746617,XP002171
8746726,JJ546978
8746734,FT560799
8746878,P88606903
8747126,JJ566540
8747534,FT560800
8747630,ER044403
8747678,P88606727
8747826,JJ566544
8747930,FT087349
8747978,BS087941
8748026,JJ566547
8748178,BS073514
8748823,YB000734
8748826,JJ605904
8748978,BT559847
8749278,BT556803
8749334,GT011949
8749578,BT557486
8749730,FT062956
8749878,BT555859
8750178,BT558139
8750226,JJ605903
8750378,BT558140
8750934,GT012734
8751130,FT547916
8751230,EJ822340
8751330,EJ822341
8751334,FS329723
8751478,BT555854
8751625,AT574041
8751830,EZ034907
8752178,BT558798
8752230,FJ606072
8752278,BT559111
8752534,GJ522725
8752578,BT555852
8752730,FT098072
8752734,GJ522726
8752830,EY083854
8752978,BT557795
8753330,FT075241
8753330,FT075244
8753734,GJ522718
8753826,HJ777969
8753878,BJ781165
8753934,GJ525555
8754078,BJ782674
8754178,BJ784225
8754334,FS095668
8754934,GJ525537
8755278,BT560035
8755334,P12931556
8755478,BS339873
8755630,ER538055
8756134,GJ525538
8756234,GJ522670
8756478,BT555866
8756678,BT556796
8756730,FJ609133
8757278,BA592344
8757730,FJ686756
8757878,BL103561
8757930,FJ692415
8758030,FJ686610
8758034,GJ529218
8758134,GJ535805
8758278,BT560047
8759030,FJ684734
8759130,FJ684736
8759217,YW000227
8759330,FJ686632
8759578,BW608813
8759630,FJ679429
8759730,FJ676822
8760378,BX512886
8760530,FJ679455
8760723,YG005827
8761330,FL018663
8761378,BY091070
8761734,FJ742842
8762034,GJ529219
8762078,BJ723151
8762178,BJ723150
8762717,YW001168
8762730,EY107011
8762934,GT014741
8763217,YW001408
8763330,FJ686715
8763634,GJ525566
8763980,FS090460
8764234,FS089656
8764530,FS111173
8764630,ER268572
8764978,CS035373
8765234,FJ702555
8765334,P12914594
8765378,BS289629
8765623,YW015181
8765634,P12910793
8765734,P12910796
8766030,EP000580
8766278,BS321761
8766523,YJ000026
8766678,BP016997
8766723,YW014819
8766878,BJ753269
8767134,GJ535807
8768034,GJ537840
8768078,BX512766
8768178,BT546688
8768230,EY085748
8768278,BT549835
8768478,BJ723159
8768678,BX512343
8768817,YW001266
8769034,GJ535810
8769434,GJ535804
8769530,FJ630321
8769834,GJ535789
8769930,EY111780
8769934,CJ535795
8770078,BS033115
8770115,P12025574
8770117,YW001827
8770278,CL012666
8770436,FT561108
8770534,FT560964
8770873,BX514458
8771078,BT559110
8771134,FT560967
8771178,BL564194
8771278,BA562958
8771878,BS342016
8772130,FT057541
8772178,BL091097
8772778,BX512716
8773134,FY076082
8773417,7P000923
8773430,FJ686667
8773534,FJ690504
8773834,FJ768469
8773934,FJ753890
8774134,FT202730
8774178,BZ042741
8774478,BX512697
8774534,GT015542
8774878,BS339872
8774978,BS335298
8775130,FJ686645
8775230,FJ686658
8775330,FJ686668
8775378,P88606709
8775430,FJ686697
8775478,BL095095
8775530,FJ682939
8775630,FJ686730
8775678,BL104141
8775734,FS329727
8775830,FJ686659
8775930,FJ679441
8776025,BY553984
8776078,BS292679
8776130,FJ679445
8776230,FJ686709
8776330,FJ686717
8776334,GT011990
8776430,FJ682940
8776630,FJ692387
8776634,FJ866509
8776830,FJ679437
8777123,YW015555
8777278,BY645418
8777378,BY653896
8777478,BY639508
8777625,BY553985
8777630,FJ684740
8777834,GT010544
8778278,BJ778112
8778478,BL564476
8778734,GT028277
8778778,BS046641
8779034,FY511621
8779334,FR584488
8779378,BT548230
8779430,FJ679458
8779678,BJ778111
8779778,BJ778114
8779878,BY646141
8779917,YW001008
8780278,BS328017
8780378,BS321762
8781130,FJ679404
8781134,P12905618
8781178,CY515675
8781478,BW606526
8781630,FJ686762
8781878,CT030688
8782078,CW009537
8782123,YP000242
8782578,BY643644
8782678,CA501813
8782817,YW001735
8782830,FJ686641
8782917,YP000389
8783130,FG679434
8783278,BY653894
8783417,YP000430
8783534,GT009488
8783834,GT017788
8783934,FJ891238
8784230,FJ692396
8784534,FS098626
8784678,BW602998
8784678,BY653900
8784778,CY501461
8785178,BY088859
8785230,FJ656588
8785230,FJ679453
8785334,GE504194
8785434,FJ564225
8785530,FJ686654
8785534,FJ570237
8785578,BJ775116
8785678,BL104709
8785834,FR086139
8785917,YU000057
8786030,FJ684742
8786117,YU000056
8786134,FJ738097
8786234,FJ736306
8786278,BY648522
8786478,BZ023099
8786678,P12053312
8786730,FJ682930
8786778,BX510873
8786834,GT012014
8786934,GT011994
8786978,BY647758
8787134,GJ522679
8787234,GJ522704
8787530,FJ686690
8787534,FW014414
8787578,BY644586
8787630,FJ679451
8787934,FY513318
8788334,GT016716
8788578,BJ775132
8788830,FT228614
8788978,P12129433
8789078,BW602120
8790125,BY553986
8790178,BJ753284
8790534,FJ753143
8791634,GE501121
8792078,BX512698
8792178,CY501462
8792417,YJ000477
8792678,P12053719
8793330,FJ607626
8793578,BL099554
8794178,CS027886
8794278,BY653852
8795030,FP000258
8795034,GE508211
8795178,BS292671
8795934,FZ039728
8796230,FJ636740
8796330,FT558846
8796334,FZ042768
8796534,FZ039724
8796634,FZ042770
8796834,FZ039729
8796930,FT071310
8796934,FZ040845
8797678,BW559267
8797834,FL023900
8798230,FR553348
8798234,FJ852646
8798278,BJ778113
8798331,CY509543
8798778,BT559452
8799434,FZ042777
8799530,FJ624162
8799734,GJ542943
8799778,BA623867
8799978,BP008713
8800078,CS042282
8800434,EJ800606
8800830,FW541783
8800834,FR085185
8801030,FT069105
8801325,BY554584
8801534,FR585594
8801634,FR585737
8801934,FR086634
8803023,YW014736
8803234,FT560933
8803723,YB001007
8805234,FE570152
8805504,P91033003
8806687,GZ075924
8806934,FT562296
8808234,FT562473
8808530,FT071312
8808534,FT562090
8808823,YW016764
8809030,FT058646
8809904,027B9441
8810425,BY554586
8810430,FS138137
8811830,FJ636738
8813017,YB000374
8813130,FT065165
8813230,FT062951
8813330,FT066696
8813530,FZ023494
8813630,FZ023182
8813830,FZ023491
8813904,P30764329
8813930,FZ023489
8814187,HT588832
8814230,FZ030388
8814634,FT211254
8814830,FL500238
8815087,HJ525867
8815330,FY520947
8815834,FJ855472
8816930,FS090471
8817334,FJ753893
8817634,GT012011
8817930,ER050650
8818125,BY564372
8818834,FS152853
8819034,GT016717
8819134,GT016703
8819234,GT016704
8819387,12C70459
8819534,GT016710
8819634,GT017804
8819730,FJ693598
8819830,FJ693583
8819834,FJ852654
8819930,FJ690461
8820034,GJ562786
8820087,HJ556501
8820130,FY517514
8820687,HJ595614
8821017,YW001589
8821030,FT555575
8821130,FJ593774
8821287,GS229149
8821323,YS001123
8821434,FR088136
8822034,GJ535823
8822134,FR087568
8822223,YW015251
8822234,GS328028
8823030,FS108019
8823423,YM002968
8823430,FS082577
8823930,FL024385
8824330,FT054354
8824487,GJ906556
8824523,YW015523
8824530,EJ802394
8824730,FT068065
8824930,FJ590227
8824934,FZ018516
8825430,FY076083
8826234,GT015544
8826434,GT037459
8826734,GT016685
8826787,GJ727267
8826830,FT069110
8826834,FR086452
8826930,FT072614
8827030,FS144704
8827330,FJ690496
8827430,FJ690503
8827830,FY078960
8827930,FY081434
8828274,AJ878467
8828430,FY078963
8828530,FY078965
8828617,YP000522
8828630,FY078298
8828730,FY068893
8828930,FY078964
8829004,P25529133
8829123,YW011971
8829330,FT059735
8829387,12D09326
8829434,GJ535786
8829574,BA517854
8829587,4J527414
8829587,HJ527414
8830130,FJ674995
8830174,AJ873968
8830334,FS134275
8830474,AY199723
8831130,FZ026420
8831187,HJ527424
8831287,GJ700235
8831334,GT038666
8831534,FJ745797
8831630,FJ692122
8831787,GJ706596
8832174,AS342380
8832330,FJ651492
8832374,BZ010070
8832387,GZ083517
8832530,FT068063
8833378,CL018679
8833674,AA682017
8833930,FT065164
8833974,AW592225
8834074,AL568623
8834387,HJ556810
8834430,EJ788458
8834534,GT042729
8834774,P11865352
8835017,YJ001012
8835074,BL506013
8835174,AL573406
8835723,YU050995
8835987,HT592526
8836134,GJ560759
8836287,HJ527403
8836374,BS034890
8836630,FT069109
8836930,FS140220
8837634,12A84163
8837674,BS062724
8837704,00H56772
8837930,EY111059
8838530,FT070151
8838574,AX515808
8838774,AX515809
8838930,ER546546
8839074,AA696160
8839230,FZ018215
8839474,BY010997
8839534,12A67451
8840234,GJ566818
8840334,GJ566817
8840574,BS033144
8840830,FS087937
8840874,BA519249
8840978,BL102408
8841087,HJ527418
8841430,FL024384
8841474,C89520630
8841574,AJ873967
8841630,FL024383
8841730,FL025367
8841874,AJ867791
8841878,CS049898
8841934,GJ542940
8842130,FL025120
8842474,AA676025
8842487,HJ551501
8842774,AL574247
8842878,CS042283
8843130,FS162249
8843187,HJ556491
8843430,FS086877
8843474,AL578653
8843534,FJ757538
8843574,AL573947
8843678,BY102117
8843878,BY100940
8843974,AW096985
8844030,FJ710088
8844074,AW096983
8844274,AW096979
8844278,BJ755177
8844374,AX512963
8844387,HJ527443
8844574,AX512966
8844674,AX512968
8844830,FS142470
8845078,CL008301
8845174,AX512992
8845274,AX512995
8845378,BY649957
8845474,AX512997
8845478,BJ794735
8845578,BA622522
8845730,FZ015782
8845874,AX513387
8846134,GT042725
8846174,AX513392
8846230,FS137430
8846474,AX513400
8846525,AT574040
8846630,FS166342
8846674,AX513394
8846723,YP005893
8846730,FS157901
8846774,AX513395
8846778,CY501501
8846974,AX512973
8847074,AX513390
8847274,AJ885841
8847634,FR090348
8847730,FT064008
8847874,BJ524721
8848274,BJ515206
8848334,FR273592
8848374,AJ898066
8848574,BS033130
8848674,AZ049255
8848774,AZ049256
8848787,HJ5651499
8848974,AZ049260
8849274,AZ049561
8849374,AZ049882
8849574,AZ049883
8850134,FR087649
8850223,YW015681
8850334,FR087522
8850530,FT061845
8850634,FR090464
8850830,FL018186
8850917,YP001105
8851074,AJ878436
8851187,HJ527425
8851278,BS335303
8851374,AJ882130
8851674,BS049518
8851930,FE539037
8851974,AL572771
8852630,FJ714007
8852930,FJ693586
8853230,FJ690490
8853530,EY118261
8853774,X8854660
8853774,P88546960
8854230,EY111061
8854374,AA676839
8854378,CY519348
8854787,12D49720
8854987,GJ869897
8855078,BL100268
8855130,FJ690488
8855378,CY009856
8855534,FY520616
8855674,BJ513324
8856178,BS160721
8856334,ER045992
8856378,BW584833
8856474,AJ901206
8856723,YW016057
8856730,P12836326
8856874,AX506197
8857230,EY113381
8857334,FR091253
8857374,AW074490
8857474,AW074493
8857487,HE526447
8857630,EY116633
8857887,HE526356
8857978,BT559117
8858230,FZ030399
8858430,FZ030386
8858587,HS107530
8858774,AW073251
8858978,BT555871
8859230,FT061836
8859274,AW073870
8859278,CL016508
8859678,BY068806
8859834,FJ743216
8859930,FJ607629
8860130,FZ029288
8860174,BS062723
8860187,GZ082423
8860374,AW573427
8860378,BY653866
8860478,BW563498
8860723,1W001135
8861330,FJ614148
8861378,BS202336
8861430,FZ029008
8861574,AL574246
8861630,FZ029009
8861678,P88607027
8862230,FZ028431
8862430,FZ030389
8862978,P88606791
8863000,FZ030395
8863530,FZ028051
8863534,GT039935
8863874,BS070729
8863878,BJ723157
8864187,12D54209
8864230,FZ030393
8864474,AX515771
8864634,FR090777
8864674,AX515652
8864734,FJ841057
8864830,FZ027227
8864874,BS054209
8865034,GE501139
8865074,BS061552
8865378,BJ810643
8865674,BS056379
8865774,BS032812
8865987,12D01458
8866074,AL567808
8866174,AJ858419
8866230,FL026138
8866234,P12933005
8866378,BW556725
8866430,P12836306
8866674,AA680168
8866687,GR636589
8866774,AL574175
8866778,BS301777
8866974,AY193765
8866978,BY632237
8867030,FS089633
8867078,BJ808769
8867178,CL023987
8867278,BY655349
8867330,FE539465
8867374,AJ867778
8867530,FE539036
8867674,AX515722
8867887,GJ857580
8868078,BJ755181
8868187,HS063387
8868374,AE092043
8869130,FJ692157
8869234,FJ749129
8869334,FJ763058
8869474,AJ873969
8869517,YG000259
8869687,HJ556497
8869930,FY512653
8869974,AS335466
8870174,BZ008755
8870387,HJ556568
8870574,AJ878477
8870778,CW019962
8870934,GT011952
8871030,FJ692075
8871062,8S001206
8871074,BT503016
8871134,FJ702551
8871374,AL025227
8871378,BW558241
8871487,HJ551517
8871887,HJ534368
8872174,AL578762
8872230,FE543109
8872474,P11887571
8872734,FJ741525
8872978,BS330402
8873378,CL019102
8873478,CL019744
8873674,P11859511
8873678,BX512769
8873730,FJ692094
8873934,FS165650
8873974,BS033883
8874078,BJ781171
8874330,FJ636727
8874378,BS265567
8874474,AL572682
8874478,BY653889
8874574,AJ867772
8874678,CS043460
8874774,AW601522
8874778,BJ787345
8874934,FR091947
8874974,BA522164
8875030,FJ692110
8875278,CT016235
8875474,AL567809
8875578,CT021913
8875587,HJ614641
8875676,BL509503
8875978,CA511056
8876074,BS045008
8876374,BZ009772
8876378,BZ040707
8876434,FT565253
8876474,BZ011469
8876478,CT019414
8876487,HJ627597
8876574,BZ011471
8876730,FJ719672
8877334,GT033721
8877514,YG000782
8877634,GJ528688
8877834,GJ528686
8877930,FE543571
8877934,GJ534423
8877974,AJ901201
8878034,GJ541008
8878078,BS268710
8878123,YJ002642
8878174,BS057551
8878178,BL103570
8878234,GJ534428
8878334,GJ534426
8878434,GJ541013
8878474,AW115869
8878930,FY533043
8878934,GJ549998
8879074,AZ047586
8879078,CA511707
8879130,FS163996
8879174,P88547146
8879278,BJ787315
8879534,GJ530505
8879574,AX515831
8879674,BA519246
8879687,HJ601929
8879734,GT015794
8880074,BS032802
8880078,BP015104
8880234,GJ549996
8880534,GJ528687
8880634,GJ548039
8880678,BY653147
8880687,HJ601945
8880978,BJ784227
8881374,AJ893126
8881478,BA622357
8881534,FR088851
8881574,AJ891474
8881630,FT088547
8881874,AJ867779
8881878,BY626878
8882074,BS033888
8882174,BS034891
8882178,BX512820
8882274,BS062725
8882330,ER538128
8882674,BS062728
8882678,BX512779
8882874,AT093482
8882974,AL567810
8883317,YP000902
8883374,AJ891479
8883474,BL508896
8883830,FT068064
8884287,HJ569884
8884378,BX512782
8884430,ER269670
8884778,BJ779647
8884978,CY517157
8885130,FE538347
8885334,GJ535874
8885417,YU000089
8885430,FE544897
8885434,GJ535830
8885474,BS070724
8885530,FE538338
8885574,BS070752
8885674,BS033887
8885734,P12935004
8885830,FL025632
8885834,GJ535877
8885930,FJ693589
8885978,BJ723156
8885979,BT503411
8886030,FJ693595
8886274,AT090599
8886530,FJ690501
8886574,BL016645
8886630,FJ690495
8886634,FS108018
8886774,BS014502
8886823,YW016060
8886874,AS331878
8886974,AJ897674
8887434,FJ857679
8887778,BS106210
8887887,HT567370
8888178,BL020914
8888230,FT132985
8888474,AL573645
8888874,BP001442
8888934,FJ839316
8889087,GJ875180
8889178,CT020766
8889387,HJ527440
8889574,BY537186
8889674,AX515773
8889723,YW016699
8889774,AX515834
8889817,YS000258
8890130,FZ030391
8890174,AJ901204
8890278,BX510915
8890387,HW048194
8890430,FZ027228
8890574,BP004206
8890630,FZ026697
8890674,AX515737
8890730,FZ032619
8890830,FZ034525
8890878,CS043875
8890930,FZ033103
8890974,AX512970
8891030,FZ032629
8891130,FZ034526
8891274,AX515650
8891330,FZ032634
8891374,AX515810
8891530,FZ033832
8891730,FJ692126
8891917,YW001612
8892174,AX513404
8892274,AT574035
8892374,P11865402
8892474,AX510606
8892774,AA682018
8892974,BL509257
8893023,YS005451
8893078,BW596350
8893134,FS115946
8893517,YG000852
8893730,FJ694072
8894134,7S093191
8894134,FS093191
8894278,BL022016
8894374,AL577611
8894478,BL022017
8894530,FJ692066
8894678,BL022020
8894734,FS082622
8894774,BJ502238
8894834,FS087940
8894874,AT578035
8895278,BX510889
8895334,FS135973
8895630,FJ692049
8896174,AX513464
8896334,GT015785
8896430,FJ692146
8896674,BZ006012
8897034,GT006885
8897274,AX515814
8897278,P88610944
8897330,FJ692113
8897387,HW049046
8897674,C89509385
8897678,P88609743
8897734,GT015795
8897778,P88609953
8897878,P88610239
8898230,FJ564207
8898274,BZ012820
8898274,BZ012830
8898330,FJ692064
8898374,AW595139
8898430,FE544042
8898474,AJ891477
8898478,BA625632
8898887,HS173981
8898930,FY525432
8899174,BA505406
8899230,FT555857
8899274,AJ894385
8899474,BZ006975
8899478,BT552577
8899534,GT012738
8899674,AJ897676
8899774,AW566237
8900487,12D09317
8900523,YG005923
8900774,DR072568
8900774,DR072578
8900823,YB001075
8900874,DT162747
8901078,BS267151
8901387,12D64404
8901604,P51363427
8901674,DR060945
8901778,BS211785
8902030,FT559399
8902130,FT558660
8902230,EJ731924
8902487,4S123048
8902530,FT597812
8902701,5L002220
8902830,FT558372
8902978,BA590693
8903030,FT558380
8903034,FE549766
8903134,FE547985
8903174,ET050805
8903178,BS335305
8903230,FT558389
8903374,DJ680385
8903387,GZ077212
8903430,FT070146
8903874,EW016191
8903978,BA583919
8903987,GJ724129
8904030,FT065168
8904101,5S022952
8904134,FE570103
8904230,FT070153
8904330,FT061848
8904434,FE549335
8904530,FT062953
8904601,5L503157
8904630,FT061844
8904634,FE542205
8904701,5L503159
8904730,FT061846
8904830,FT066703
8904874,EJ574643
8904887,HT567369
8904930,FT072618
8905030,FT071319
8905130,FT066704
8905230,FT064013
8905278,BX510925
8905330,FT070155
8905674,EN504706
8906001,5J009142
8906678,BT559832
8907130,FT052488
8907187,GZ082973
8907201,5L503465
8907287,12B69404
8907387,GR636257
8907530,FS152084
8907901,5Z009131
8907930,FT068061
8908130,FE544092
8908301,5J009160
8908330,FS162273
8908378,BL106474
8908478,BJ799364
8908623,YW015924
8909278,BJ708038
8909374,EY056200
8909378,BY102118
8909487,HS123052
8909487,4S123052
8909878,BP017139
8910001,5J008851
8910078,BW561268
8910130,FT066692
8910401,5L002006
8910530,FE545277
8910623,1G001617
8910630,FJ694215
8910634,FR273492
8910834,GW534449
8911074,ET517378
8911174,DJ705694
8911201,5J009226
8911274,EY038239
8911601,5S023261
8911974,DW656004
8912101,5L002266
8912278,CL515373
8912578,BL106476
8912634,FJ702938
8912674,DY590648
8912687,HZ001555
8912778,BL091123
8912978,BY647110
8913101,5W014018
8913178,BX512723
8913202,5J008892
8913334,GT048666
8913474,DR068266
8913574,DR084425
8913630,FJ694210
8913678,CT025423
8913874,DT158575
8914030,FS164725
8914034,FR087406
8914278,CT025441
8914287,HY049335
8914301,5S022899
8914330,FZ023483
8914630,FJ610790
8914674,DR067843
8914678,CT025445
8914787,GJ868234
8915178,BS111121
8915734,FE570131
8915834,GJ595590
8915878,BS346492
8916078,CS024899
8916101,5L503351
8916274,EW024517
8916474,DJ695054
8916578,BY653876
8916634,FR086126
8916830,FE540823
8917034,FY548460
8917074,DJ711392
8917078,BL090790
8917178,P88631490
8917201,5L002257
8917278,P88606590
8917301,5S022943
8917330,FE539949
8917401,5S023086
8917574,DJ717539
8917874,DJ717542
8917978,BS096403
8918078,BS086201
8918130,FE543108
8918187,HY051979
8918225,BY602654
8918330,FJ693599
8918478,BX515353
8918487,HY048589
8918730,FS121750
8918774,DJ686264
8918830,FZ023490
8919030,FJ692090
8919287,HY050096
8919330,FJ694090
8919401,5S023414
8919874,DJ717558
8920001,5Y500045
8920201,5J009318
8920334,GJ544186
8920723,YU001041
8920801,5J009339
8920817,YP001315
8921074,DJ695055
8921078,CA511051
8921174,DJ695056
8921578,CT012558
8921634,FY088157
8921678,BZ043869
8921774,DJ706696
8921834,FT202728
8922078,BZ045303
8922178,BZ046152
8922225,DY605941
8922234,GS288528
8922301,5J009324
8922378,BZ044915
8922478,BZ044919
8922578,BZ044924
8922678,BZ044901
8922778,BZ044903
8922878,BZ044906
8922930,FJ692400
8922979,BZ044821
8923078,BZ045297
8923217,YP000905
8923278,P12053710
8923287,GJ724127
8923287,HY057167
8923378,CT021911
8923387,HY057166
8923534,12A68170
8923630,FJ692406
8924301,5J009361
8924687,HZ002282
8924734,GT028287
8924901,5L503081
